"device_id";"device_type";"manufacturer";"model";"country";"failure_event_count";"downtime";"maintenance_cost";"maintenance_frequency";"maintenance_class";"risk_score"
"MD01667";"CT Scanner";"CardioSync";"Model-300";"UK";2;9.69;761.25;2;3;20.45
"MD01668";"Infusion Pump";"MedEquip";"Model-150";"Japan";2;11.23;18608.99;2;3;39.84
"MD01669";"PET Scanner";"UltraMed";"Model-550";"Japan";0;17.72;7220.79;2;2;24.94
"MD01670";"PET Scanner";"UltraMed";"Model-350";"Japan";3;5.35;15406.07;4;3;35.76
"MD01671";"Infusion Pump";"ScanPro";"Model-350";"UK";4;4.06;9557.78;2;1;33.62
"MD01672";"PET Scanner";"ScanPro";"Model-650";"France";1;26.77;23243.83;2;3;55.01
"MD01673";"Defibrillator";"ImagingTech";"Model-250";"Italy";0;8.32;7147.4;2;1;15.47
"MD01675";"MRI Scanner";"RescueTech";"Model-650";"Japan";1;1.31;6985.85;4;1;13.3
"MD01677";"Defibrillator";"ImagingTech";"Model-600";"France";1;19.94;17818.08;3;3;42.76
"MD01678";"Defibrillator";"MedEquip";"Model-400";"USA";2;17.8;15395.78;2;3;43.2
"MD01680";"CT Scanner";"RescueTech";"Model-400";"USA";3;15.69;11730.35;3;3;42.42
"MD01681";"X-Ray Machine";"CardioSync";"Model-250";"UK";0;8.74;10480.03;3;2;19.22
"MD01682";"X-Ray Machine";"ImagingTech";"Model-650";"UK";1;7.09;13083.87;3;2;25.17
"MD01683";"X-Ray Machine";"ImagingTech";"Model-200";"Canada";1;4.13;3078.44;5;1;12.21
"MD01684";"MRI Scanner";"UltraMed";"Model-350";"UK";2;6.91;4913.91;2;3;21.82
"MD01685";"Infusion Pump";"ImagingTech";"Model-300";"France";1;2.88;4623.08;4;1;12.5
"MD01687";"CT Scanner";"RescueTech";"Model-100";"France";0;9.85;6294.61;1;1;16.14
"MD01690";"Defibrillator";"UltraMed";"Model-400";"USA";3;2.12;3834.52;2;1;20.95
"MD01691";"PET Scanner";"CardioSync";"Model-250";"France";1;27.98;13131.93;3;3;46.11
"MD01693";"CT Scanner";"ScanPro";"Model-350";"UK";6;11.0;4756.55;2;1;45.76
"MD01694";"X-Ray Machine";"ScanPro";"Model-550";"USA";4;26.36;11021.49;2;3;57.38
"MD01695";"Infusion Pump";"UltraMed";"Model-500";"France";1;7.37;4079.47;1;2;16.45
"MD01696";"CT Scanner";"RescueTech";"Model-450";"Italy";3;7.57;12384.71;2;3;34.95
"MD01697";"MRI Scanner";"RescueTech";"Model-650";"France";2;10.72;5175.15;3;1;25.9
"MD01698";"Infusion Pump";"ImagingTech";"Model-100";"Japan";0;27.55;5418.84;5;3;32.97
"MD01699";"Defibrillator";"ScanPro";"Model-550";"UK";3;3.31;6372.57;5;2;24.68
"MD01700";"CT Scanner";"MedEquip";"Model-200";"Canada";2;14.89;1156.79;1;3;26.05
"MD01702";"CT Scanner";"MedEquip";"Model-300";"USA";3;13.65;14015.69;3;2;42.67
"MD01703";"X-Ray Machine";"MedEquip";"Model-300";"Italy";1;3.08;3422.05;4;2;11.5
"MD01704";"MRI Scanner";"ScanPro";"Model-400";"USA";0;1.49;5824.08;3;1;7.31
"MD01705";"X-Ray Machine";"ScanPro";"Model-650";"France";3;7.49;11406.08;1;2;33.9
"MD01706";"MRI Scanner";"UltraMed";"Model-500";"France";0;6.56;8449.06;5;2;15.01
"MD01707";"PET Scanner";"UltraMed";"Model-300";"Canada";2;16.22;5997.73;1;2;32.22
"MD01708";"X-Ray Machine";"ScanPro";"Model-350";"UK";2;10.65;15633.21;1;2;36.28
"MD01709";"X-Ray Machine";"UltraMed";"Model-250";"Italy";5;30.03;20787.68;1;3;75.82
"MD01710";"MRI Scanner";"RescueTech";"Model-450";"France";2;14.92;15549.9;2;2;40.47
"MD01714";"PET Scanner";"UltraMed";"Model-500";"Japan";2;16.05;-2352.3;5;2;23.7
"MD01716";"PET Scanner";"UltraMed";"Model-600";"France";1;17.02;9285.18;3;3;31.31
"MD01717";"X-Ray Machine";"ScanPro";"Model-400";"UK";0;4.61;-1615.68;1;1;2.99
"MD01718";"X-Ray Machine";"ImagingTech";"Model-300";"Japan";1;8.05;16507.64;5;2;29.56
"MD01719";"CT Scanner";"CardioSync";"Model-500";"France";1;6.87;5590.51;4;2;17.46
"MD01720";"X-Ray Machine";"MedEquip";"Model-600";"Canada";2;10.87;19800.1;3;3;40.67
"MD01721";"Infusion Pump";"RescueTech";"Model-550";"Japan";1;12.21;8088.45;5;3;25.3
"MD01723";"X-Ray Machine";"RescueTech";"Model-150";"UK";4;13.13;14710.27;2;2;47.84
"MD01724";"Infusion Pump";"CardioSync";"Model-100";"Canada";3;16.72;4349.73;5;3;36.07
"MD01725";"X-Ray Machine";"RescueTech";"Model-150";"Japan";0;4.34;4772.92;3;1;9.11
"MD01726";"Infusion Pump";"UltraMed";"Model-500";"France";0;10.18;5949.92;5;2;16.13
"MD01728";"Infusion Pump";"RescueTech";"Model-150";"Canada";2;26.72;5224.1;1;3;41.94
"MD01729";"Defibrillator";"UltraMed";"Model-350";"Japan";2;5.58;3590.74;5;1;19.17
"MD01730";"Infusion Pump";"UltraMed";"Model-300";"Japan";2;12.91;14571.66;3;2;37.48
"MD01731";"PET Scanner";"MedEquip";"Model-200";"France";0;3.39;6313.66;2;2;9.7
"MD01732";"MRI Scanner";"CardioSync";"Model-350";"Japan";0;4.59;5129.71;4;2;9.72
"MD01733";"CT Scanner";"ImagingTech";"Model-200";"UK";2;9.0;6515.25;1;2;25.52
"MD01737";"Defibrillator";"ImagingTech";"Model-600";"USA";4;7.53;6002.37;2;2;33.53
"MD01738";"PET Scanner";"RescueTech";"Model-150";"France";0;1.65;2418.73;4;1;4.07
"MD01740";"Infusion Pump";"ImagingTech";"Model-250";"Italy";6;20.47;10192.87;4;3;60.66
"MD01742";"MRI Scanner";"UltraMed";"Model-600";"Canada";1;10.22;6041.75;2;2;21.26
"MD01743";"Infusion Pump";"CardioSync";"Model-600";"UK";2;9.41;-349.1;5;1;19.06
"MD01746";"PET Scanner";"RescueTech";"Model-500";"UK";3;1.62;7115.96;4;1;23.74
"MD01747";"Infusion Pump";"UltraMed";"Model-500";"Japan";3;4.23;12750.12;2;2;31.98
"MD01749";"PET Scanner";"ImagingTech";"Model-550";"Italy";1;21.15;27409.39;3;3;53.56
"MD01750";"Infusion Pump";"RescueTech";"Model-250";"UK";2;1.78;1575.03;3;1;13.36
"MD01752";"X-Ray Machine";"UltraMed";"Model-250";"USA";1;9.05;10382.91;5;2;24.43
"MD01755";"MRI Scanner";"MedEquip";"Model-350";"UK";2;1.34;8000.65;2;1;19.34
"MD01756";"CT Scanner";"UltraMed";"Model-300";"France";1;5.27;10409.07;1;2;20.68
"MD01758";"Defibrillator";"MedEquip";"Model-400";"France";4;12.08;8152.61;1;3;40.23
"MD01759";"CT Scanner";"UltraMed";"Model-550";"Canada";0;10.91;8567.81;1;2;19.48
"MD01760";"Defibrillator";"RescueTech";"Model-100";"UK";1;14.83;4912.75;1;2;24.74
"MD01761";"Defibrillator";"ImagingTech";"Model-150";"Canada";0;25.65;16619.24;3;3;42.27
"MD01762";"MRI Scanner";"UltraMed";"Model-400";"UK";2;24.08;19293.2;5;3;53.37
"MD01763";"PET Scanner";"RescueTech";"Model-500";"France";2;29.61;6119.21;2;3;45.73
"MD01764";"Defibrillator";"UltraMed";"Model-500";"Italy";3;16.76;16220.1;1;3;47.98
"MD01765";"X-Ray Machine";"MedEquip";"Model-100";"Italy";1;8.69;4611.01;1;1;18.3
"MD01767";"Infusion Pump";"MedEquip";"Model-300";"Japan";4;8.58;3562.67;3;1;32.14
"MD01768";"Infusion Pump";"ScanPro";"Model-350";"Japan";1;13.01;21208.89;5;3;39.22
"MD01769";"Infusion Pump";"UltraMed";"Model-500";"Canada";2;11.74;6494.36;1;2;28.23
"MD01770";"PET Scanner";"ImagingTech";"Model-150";"Japan";0;3.26;-1856.41;4;1;1.4
"MD01772";"X-Ray Machine";"UltraMed";"Model-400";"Japan";3;22.09;6772.18;3;3;43.86
"MD01773";"CT Scanner";"MedEquip";"Model-150";"France";3;0.95;-1838.35;4;1;14.11
"MD01774";"CT Scanner";"MedEquip";"Model-650";"France";4;24.82;16266.26;3;3;61.09
"MD01775";"Infusion Pump";"ImagingTech";"Model-500";"UK";1;5.65;2072.87;5;1;12.72
"MD01776";"Infusion Pump";"ImagingTech";"Model-250";"Japan";1;3.22;4650.29;4;1;12.87
"MD01777";"Infusion Pump";"ImagingTech";"Model-100";"France";1;10.52;14972.39;4;3;30.49
"MD01778";"MRI Scanner";"UltraMed";"Model-550";"Canada";1;10.1;7947.93;4;3;23.05
"MD01779";"CT Scanner";"MedEquip";"Model-250";"UK";1;7.03;7229.6;1;1;19.26
"MD01780";"PET Scanner";"ScanPro";"Model-300";"UK";1;31.39;13163.57;1;3;49.55
"MD01781";"Infusion Pump";"ScanPro";"Model-550";"France";4;1.03;2832.42;1;1;23.86
"MD01783";"Defibrillator";"CardioSync";"Model-450";"Japan";3;15.59;4933.44;3;3;35.52
"MD01784";"CT Scanner";"RescueTech";"Model-250";"France";4;23.79;15584.65;3;3;59.37
"MD01785";"CT Scanner";"ScanPro";"Model-250";"UK";2;8.34;1685.83;2;1;20.03
"MD01787";"MRI Scanner";"CardioSync";"Model-650";"Italy";1;8.05;2741.44;1;1;15.79
"MD01788";"PET Scanner";"RescueTech";"Model-200";"USA";2;6.12;4652.83;4;1;20.77
"MD01789";"Defibrillator";"RescueTech";"Model-250";"France";3;4.76;7889.4;1;1;27.65
"MD01791";"CT Scanner";"CardioSync";"Model-150";"Italy";2;24.29;11641.33;3;3;45.93
"MD01792";"X-Ray Machine";"ImagingTech";"Model-450";"Canada";1;12.97;14855.87;4;2;32.83
"MD01793";"X-Ray Machine";"ScanPro";"Model-300";"France";1;3.51;4596.27;3;1;13.11
"MD01795";"Defibrillator";"RescueTech";"Model-400";"USA";0;18.15;6910.0;3;2;25.06
"MD01797";"Infusion Pump";"UltraMed";"Model-250";"Italy";3;10.58;15630.94;3;3;41.21
"MD01798";"CT Scanner";"ScanPro";"Model-200";"France";5;17.55;5643.19;1;2;48.19
"MD01799";"X-Ray Machine";"CardioSync";"Model-350";"France";3;17.41;5417.0;1;2;37.83
"MD01800";"PET Scanner";"CardioSync";"Model-600";"Japan";6;3.55;17354.82;2;3;50.9
"MD01803";"X-Ray Machine";"CardioSync";"Model-400";"USA";1;10.34;5889.27;1;2;21.23
"MD01805";"PET Scanner";"RescueTech";"Model-400";"Canada";2;7.06;2838.92;4;1;19.9
"MD01807";"PET Scanner";"CardioSync";"Model-650";"Canada";3;10.07;8751.91;4;2;33.82
"MD01808";"MRI Scanner";"ScanPro";"Model-400";"UK";2;5.72;14397.66;2;3;30.12
"MD01811";"MRI Scanner";"ScanPro";"Model-100";"USA";1;13.12;-988.13;3;2;17.13
"MD01812";"CT Scanner";"RescueTech";"Model-400";"USA";1;17.76;16092.28;5;3;38.85
"MD01813";"CT Scanner";"ScanPro";"Model-600";"USA";5;14.43;7147.4;5;2;46.58
"MD01814";"Infusion Pump";"ImagingTech";"Model-450";"Canada";1;7.48;15029.97;2;3;27.51
"MD01815";"X-Ray Machine";"CardioSync";"Model-350";"UK";3;2.53;2860.73;5;1;20.39
"MD01818";"MRI Scanner";"CardioSync";"Model-150";"France";0;4.36;7368.41;1;2;11.73
"MD01819";"X-Ray Machine";"ImagingTech";"Model-500";"Canada";2;12.48;9187.63;1;3;31.67
"MD01820";"MRI Scanner";"ImagingTech";"Model-450";"USA";6;7.01;5162.78;1;1;42.17
"MD01821";"Infusion Pump";"UltraMed";"Model-650";"USA";1;12.85;5075.47;1;3;22.93
"MD01823";"MRI Scanner";"ImagingTech";"Model-300";"Canada";2;11.64;13006.95;5;2;34.65
"MD01824";"Infusion Pump";"UltraMed";"Model-450";"USA";4;11.57;9004.02;5;3;40.57
"MD01825";"Infusion Pump";"MedEquip";"Model-150";"Japan";4;4.05;16573.98;1;2;40.62
"MD01826";"CT Scanner";"ScanPro";"Model-500";"USA";1;7.04;9284.19;4;2;21.32
"MD01827";"Defibrillator";"UltraMed";"Model-600";"UK";2;3.59;1351.04;1;1;14.94
"MD01828";"PET Scanner";"MedEquip";"Model-600";"France";4;13.45;-4679.62;4;3;28.77
"MD01829";"MRI Scanner";"ImagingTech";"Model-400";"UK";0;5.27;1298.05;1;1;6.57
"MD01830";"Defibrillator";"ScanPro";"Model-500";"Italy";0;5.6;6582.71;1;2;12.18
"MD01831";"CT Scanner";"CardioSync";"Model-250";"UK";2;3.93;14204.4;4;3;28.13
"MD01832";"X-Ray Machine";"ScanPro";"Model-400";"USA";1;2.59;2396.43;2;2;9.99
"MD01833";"X-Ray Machine";"CardioSync";"Model-300";"Italy";3;8.69;11706.28;1;2;35.4
"MD01834";"Defibrillator";"UltraMed";"Model-400";"USA";1;6.9;4245.25;4;2;16.15
"MD01836";"Defibrillator";"RescueTech";"Model-650";"Canada";2;9.31;6945.81;4;1;26.26
"MD01838";"X-Ray Machine";"RescueTech";"Model-650";"Japan";0;14.07;9654.29;2;2;23.72
"MD01840";"CT Scanner";"ScanPro";"Model-150";"Italy";2;12.86;3202.32;5;3;26.06
"MD01841";"MRI Scanner";"CardioSync";"Model-350";"France";4;18.53;-2870.62;4;3;35.66
"MD01842";"Infusion Pump";"CardioSync";"Model-150";"Italy";2;14.13;18949.73;3;3;43.08
"MD01844";"PET Scanner";"ScanPro";"Model-100";"Japan";3;20.47;16307.12;1;3;51.78
"MD01847";"X-Ray Machine";"ScanPro";"Model-100";"Japan";3;29.19;5124.51;2;3;49.31
"MD01848";"PET Scanner";"UltraMed";"Model-250";"Japan";1;1.86;943.42;5;1;7.8
"MD01850";"CT Scanner";"RescueTech";"Model-300";"France";5;4.1;6403.58;4;1;35.5
"MD01851";"X-Ray Machine";"UltraMed";"Model-300";"UK";2;20.71;15901.93;5;3;46.61
"MD01852";"CT Scanner";"MedEquip";"Model-600";"USA";0;19.46;5875.38;2;2;25.34
"MD01853";"Infusion Pump";"MedEquip";"Model-400";"Japan";1;7.15;11727.12;2;3;23.88
"MD01854";"PET Scanner";"UltraMed";"Model-150";"Canada";1;29.26;16198.29;1;3;50.46
"MD01855";"Defibrillator";"MedEquip";"Model-650";"Japan";4;7.18;4495.97;5;1;31.68
"MD01858";"MRI Scanner";"ScanPro";"Model-350";"USA";0;10.54;18311.68;5;3;28.85
"MD01859";"Defibrillator";"ImagingTech";"Model-250";"Japan";7;7.79;13985.56;1;3;56.78
"MD01860";"Defibrillator";"ScanPro";"Model-450";"USA";1;31.29;9587.26;5;3;45.88
"MD01862";"X-Ray Machine";"RescueTech";"Model-450";"France";1;3.38;15441.4;4;3;23.82
"MD01863";"Defibrillator";"MedEquip";"Model-500";"Italy";1;9.59;5543.22;1;2;20.13
"MD01864";"Infusion Pump";"UltraMed";"Model-350";"Japan";2;16.51;6801.95;5;2;33.31
"MD01865";"MRI Scanner";"ImagingTech";"Model-300";"UK";1;3.67;21697.44;1;3;30.37
"MD01866";"Defibrillator";"RescueTech";"Model-250";"France";4;8.49;3918.85;4;1;32.41
"MD01867";"PET Scanner";"RescueTech";"Model-450";"UK";1;5.54;4962.57;3;1;15.5
"MD01870";"X-Ray Machine";"MedEquip";"Model-200";"Canada";2;8.42;5261.52;2;1;23.68
"MD01871";"CT Scanner";"ScanPro";"Model-150";"USA";1;5.87;3102.18;3;1;13.97
"MD01872";"PET Scanner";"ScanPro";"Model-350";"Canada";2;9.61;12818.07;2;2;32.43
"MD01873";"PET Scanner";"ScanPro";"Model-250";"Italy";1;6.94;15645.85;2;2;27.59
"MD01874";"X-Ray Machine";"MedEquip";"Model-550";"UK";2;4.25;16090.56;3;2;30.34
"MD01876";"Defibrillator";"UltraMed";"Model-500";"Canada";3;9.64;17125.0;3;2;41.77
"MD01878";"PET Scanner";"CardioSync";"Model-150";"UK";2;17.34;17035.43;3;3;44.38
"MD01879";"MRI Scanner";"ScanPro";"Model-500";"Italy";2;21.36;15926.99;5;3;47.29
"MD01880";"Defibrillator";"RescueTech";"Model-100";"UK";3;21.02;11533.13;5;3;47.55
"MD01881";"MRI Scanner";"MedEquip";"Model-250";"USA";0;12.27;6281.16;5;3;18.55
"MD01883";"Defibrillator";"ScanPro";"Model-450";"France";2;7.65;8186.21;1;3;25.84
"MD01885";"CT Scanner";"MedEquip";"Model-600";"UK";3;5.04;7649.89;3;3;27.69
"MD01886";"Defibrillator";"CardioSync";"Model-550";"UK";2;27.5;19036.4;4;3;56.54
"MD01888";"X-Ray Machine";"UltraMed";"Model-350";"Italy";1;8.7;4924.66;5;2;18.62
"MD01890";"X-Ray Machine";"ScanPro";"Model-200";"Canada";4;12.24;7413.16;5;2;39.65
"MD01892";"PET Scanner";"CardioSync";"Model-300";"France";2;23.58;14908.77;4;3;48.49
"MD01894";"PET Scanner";"ScanPro";"Model-400";"Italy";0;9.57;5689.91;4;3;15.26
"MD01895";"X-Ray Machine";"ScanPro";"Model-600";"Italy";3;1.97;5709.25;1;2;22.68
"MD01896";"PET Scanner";"UltraMed";"Model-300";"Japan";1;14.61;9497.09;3;3;29.11
"MD01897";"Infusion Pump";"ScanPro";"Model-150";"France";0;27.1;10282.71;2;3;37.38
"MD01898";"X-Ray Machine";"ImagingTech";"Model-300";"USA";3;4.28;4280.65;4;2;23.56
"MD01899";"MRI Scanner";"ImagingTech";"Model-100";"UK";2;1.71;2536.23;4;1;14.25
"MD01900";"X-Ray Machine";"MedEquip";"Model-450";"Japan";1;8.93;11970.79;3;2;25.9
"MD01901";"Defibrillator";"MedEquip";"Model-600";"USA";3;15.44;4990.08;3;2;35.43
"MD01902";"CT Scanner";"UltraMed";"Model-300";"Italy";1;20.16;19818.87;4;3;44.98
"MD01903";"MRI Scanner";"ImagingTech";"Model-550";"UK";1;9.19;2878.99;4;1;17.07
"MD01904";"PET Scanner";"UltraMed";"Model-450";"UK";0;2.91;470.06;4;1;3.38
"MD01905";"MRI Scanner";"UltraMed";"Model-650";"Canada";1;16.63;10919.28;4;3;32.55
"MD01906";"Infusion Pump";"UltraMed";"Model-500";"Canada";1;13.86;11969.82;1;2;30.83
"MD01907";"Infusion Pump";"ScanPro";"Model-450";"Italy";1;4.47;4042.84;4;3;13.51
"MD01908";"CT Scanner";"ScanPro";"Model-350";"Italy";1;6.91;4567.06;1;1;16.48
"MD01912";"MRI Scanner";"CardioSync";"Model-600";"Italy";1;9.61;1698.29;4;1;16.31
"MD01916";"X-Ray Machine";"RescueTech";"Model-450";"USA";1;7.83;-111.63;3;1;12.72
"MD01917";"CT Scanner";"MedEquip";"Model-600";"Canada";1;5.85;12723.49;2;3;23.57
"MD01919";"MRI Scanner";"ImagingTech";"Model-450";"France";3;9.5;3763.38;5;1;28.26
"MD01920";"Infusion Pump";"RescueTech";"Model-100";"UK";0;4.74;5208.94;5;2;9.95
"MD01921";"X-Ray Machine";"ImagingTech";"Model-150";"Japan";1;2.59;6064.63;4;1;13.65
"MD01922";"MRI Scanner";"RescueTech";"Model-300";"UK";2;6.06;8962.12;5;2;25.02
"MD01923";"MRI Scanner";"MedEquip";"Model-500";"Japan";0;5.83;8853.41;3;3;14.68
"MD01924";"X-Ray Machine";"MedEquip";"Model-650";"Italy";2;30.13;5547.98;5;3;45.68
"MD01925";"X-Ray Machine";"CardioSync";"Model-250";"UK";3;3.34;11190.8;4;2;29.53
"MD01926";"CT Scanner";"RescueTech";"Model-300";"Canada";4;6.56;1525.68;5;3;28.09
"MD01927";"Defibrillator";"ScanPro";"Model-400";"UK";4;23.33;13239.23;2;3;56.57
"MD01930";"PET Scanner";"CardioSync";"Model-350";"UK";2;4.16;9161.87;5;2;23.32
"MD01931";"Defibrillator";"ScanPro";"Model-350";"Japan";0;1.88;10760.36;4;1;12.64
"MD01932";"Infusion Pump";"CardioSync";"Model-200";"Canada";4;4.19;5285.42;4;1;29.48
"MD01933";"CT Scanner";"RescueTech";"Model-250";"UK";5;3.8;7470.3;4;1;36.27
"MD01934";"MRI Scanner";"MedEquip";"Model-400";"Canada";2;26.37;16916.29;3;3;53.29
"MD01935";"X-Ray Machine";"UltraMed";"Model-250";"Japan";3;5.38;-575.8;2;1;19.8
"MD01936";"MRI Scanner";"UltraMed";"Model-200";"USA";1;6.88;13327.44;3;2;25.21
"MD01937";"MRI Scanner";"ImagingTech";"Model-350";"Japan";2;4.85;4817.64;2;2;19.67
"MD01938";"PET Scanner";"ImagingTech";"Model-500";"Canada";0;10.27;8337.0;3;2;18.61
"MD01939";"CT Scanner";"CardioSync";"Model-200";"Japan";3;7.79;13717.15;4;3;36.51
"MD01940";"Defibrillator";"RescueTech";"Model-500";"France";4;11.52;8239.98;4;2;39.76
"MD01942";"CT Scanner";"ScanPro";"Model-550";"USA";2;6.09;3212.15;4;1;19.3
"MD01943";"X-Ray Machine";"ImagingTech";"Model-550";"UK";2;16.83;4274.94;1;2;31.1
"MD01945";"CT Scanner";"CardioSync";"Model-100";"Canada";1;3.77;7152.42;2;3;15.92
"MD01946";"PET Scanner";"ImagingTech";"Model-650";"Japan";0;4.72;5189.59;3;2;9.91
"MD01947";"MRI Scanner";"RescueTech";"Model-450";"Italy";0;10.68;17316.6;2;3;28.0
"MD01948";"Defibrillator";"CardioSync";"Model-100";"Italy";3;2.02;1020.47;4;1;18.04
"MD01949";"Infusion Pump";"RescueTech";"Model-250";"USA";1;2.84;5460.89;3;2;13.3
"MD01950";"CT Scanner";"CardioSync";"Model-400";"France";1;25.26;10198.65;1;3;40.46
"MD01952";"MRI Scanner";"MedEquip";"Model-500";"Italy";4;7.39;4275.75;1;1;31.67
"MD01954";"X-Ray Machine";"UltraMed";"Model-200";"Italy";0;1.38;765.24;3;1;2.15
"MD01955";"Infusion Pump";"UltraMed";"Model-450";"UK";1;11.71;4278.05;5;2;20.99
"MD01956";"Infusion Pump";"ScanPro";"Model-300";"France";0;8.66;5782.18;1;1;14.44
"MD01958";"Infusion Pump";"ImagingTech";"Model-450";"USA";2;19.77;8602.44;1;3;38.37
"MD01959";"CT Scanner";"RescueTech";"Model-600";"Japan";1;3.52;5972.36;3;1;14.49
"MD01960";"CT Scanner";"MedEquip";"Model-400";"UK";4;1.17;2936.95;4;1;24.11
"MD01961";"PET Scanner";"ScanPro";"Model-400";"Italy";3;15.47;10015.49;2;2;40.49
"MD01962";"X-Ray Machine";"MedEquip";"Model-350";"UK";2;4.36;1339.32;1;2;15.7
"MD01963";"Infusion Pump";"UltraMed";"Model-400";"France";3;7.69;4367.31;5;2;27.06
"MD01964";"Defibrillator";"ImagingTech";"Model-400";"UK";2;9.32;5702.04;2;1;25.02
"MD01965";"Infusion Pump";"UltraMed";"Model-650";"Japan";4;25.55;20351.97;5;3;65.9
"MD01970";"Defibrillator";"ScanPro";"Model-200";"USA";0;4.15;5456.38;1;1;9.61
"MD01971";"X-Ray Machine";"CardioSync";"Model-500";"Italy";2;16.18;4881.69;4;2;31.06
"MD01972";"MRI Scanner";"RescueTech";"Model-200";"Canada";1;11.22;19395.94;5;3;35.62
"MD01974";"X-Ray Machine";"ImagingTech";"Model-350";"UK";0;5.49;25219.24;1;3;30.71
"MD01975";"PET Scanner";"UltraMed";"Model-250";"UK";2;11.6;3390.16;5;1;24.99
"MD01976";"Defibrillator";"MedEquip";"Model-200";"Italy";3;1.97;4800.34;3;1;21.77
"MD01977";"X-Ray Machine";"RescueTech";"Model-250";"Canada";5;7.18;6387.25;3;1;38.57
"MD01978";"Defibrillator";"UltraMed";"Model-250";"UK";4;1.19;9302.42;4;1;30.49
"MD01979";"PET Scanner";"RescueTech";"Model-350";"France";2;10.16;7770.07;2;2;27.93
"MD01980";"MRI Scanner";"MedEquip";"Model-400";"France";2;3.83;4548.79;4;1;18.38
"MD01981";"Defibrillator";"ImagingTech";"Model-550";"UK";0;12.84;6949.82;1;2;19.79
"MD01982";"MRI Scanner";"ImagingTech";"Model-150";"Japan";0;9.03;2970.92;2;1;12.0
"MD01984";"Defibrillator";"ScanPro";"Model-150";"Japan";1;1.41;3786.46;5;1;10.2
"MD01988";"PET Scanner";"ScanPro";"Model-450";"Canada";4;26.32;2356.19;5;3;48.68
"MD01990";"CT Scanner";"RescueTech";"Model-650";"UK";2;13.25;7994.52;2;2;31.24
"MD01991";"Defibrillator";"UltraMed";"Model-450";"UK";3;4.92;10989.23;1;2;30.91
"MD01993";"MRI Scanner";"ImagingTech";"Model-550";"Japan";2;9.33;1619.57;5;1;20.95
"MD01994";"X-Ray Machine";"ScanPro";"Model-500";"UK";1;8.84;10233.06;4;2;24.07
"MD01996";"Defibrillator";"ScanPro";"Model-450";"Italy";4;28.36;7713.36;3;3;56.07
"MD01997";"Defibrillator";"RescueTech";"Model-300";"USA";1;7.29;8691.63;1;2;20.98
"MD02000";"Infusion Pump";"MedEquip";"Model-200";"Italy";2;2.44;6275.99;1;1;18.72
"MD02001";"Defibrillator";"UltraMed";"Model-500";"Italy";2;10.57;13380.81;3;2;33.95
"MD02002";"Defibrillator";"MedEquip";"Model-500";"USA";2;11.65;2860.46;1;1;24.51
"MD02003";"Infusion Pump";"RescueTech";"Model-200";"Japan";0;10.01;5349.12;5;1;15.36
"MD02005";"X-Ray Machine";"ScanPro";"Model-250";"Canada";1;5.8;2966.16;1;1;13.77
"MD02006";"Defibrillator";"RescueTech";"Model-200";"Canada";0;1.42;4348.3;5;1;5.77
"MD02008";"Infusion Pump";"RescueTech";"Model-400";"Canada";1;15.2;4262.22;1;2;24.46
"MD02009";"Defibrillator";"ScanPro";"Model-250";"Japan";2;29.4;-1512.51;3;3;37.89
"MD02010";"PET Scanner";"UltraMed";"Model-100";"Canada";3;29.65;13585.01;5;3;58.24
"MD02011";"MRI Scanner";"CardioSync";"Model-200";"UK";0;12.63;4672.91;5;2;17.3
"MD02012";"MRI Scanner";"RescueTech";"Model-250";"UK";0;7.61;11696.26;2;2;19.31
"MD02013";"Defibrillator";"CardioSync";"Model-350";"Japan";2;12.37;7306.2;3;2;29.68
"MD02014";"Infusion Pump";"RescueTech";"Model-650";"France";2;16.0;7787.12;1;2;33.79
"MD02015";"X-Ray Machine";"RescueTech";"Model-350";"Canada";2;4.91;11080.54;3;2;25.99
"MD02017";"Defibrillator";"ImagingTech";"Model-500";"France";2;13.3;4553.08;3;3;27.85
"MD02018";"MRI Scanner";"ImagingTech";"Model-650";"USA";1;30.63;11822.99;5;3;47.45
"MD02019";"CT Scanner";"UltraMed";"Model-400";"Canada";2;17.37;23398.61;4;3;50.77
"MD02020";"MRI Scanner";"CardioSync";"Model-300";"France";0;4.02;3270.79;1;1;7.29
"MD02021";"PET Scanner";"MedEquip";"Model-150";"Japan";1;17.11;8075.84;5;3;30.19
"MD02023";"Infusion Pump";"ImagingTech";"Model-400";"USA";3;6.86;2747.76;5;1;24.61
"MD02024";"Infusion Pump";"MedEquip";"Model-650";"Italy";4;7.84;7290.78;3;2;35.13
"MD02025";"PET Scanner";"UltraMed";"Model-500";"UK";1;8.95;10586.87;5;2;24.54
"MD02026";"X-Ray Machine";"ImagingTech";"Model-200";"Japan";1;5.35;31042.75;4;3;41.39
"MD02027";"X-Ray Machine";"MedEquip";"Model-200";"USA";4;9.16;10060.79;1;3;39.22
"MD02028";"PET Scanner";"UltraMed";"Model-100";"USA";1;4.62;8543.7;4;1;18.16
"MD02029";"MRI Scanner";"CardioSync";"Model-150";"France";3;4.37;19527.35;3;3;38.9
"MD02030";"Infusion Pump";"RescueTech";"Model-650";"Italy";3;9.18;19156.78;4;3;43.34
"MD02031";"X-Ray Machine";"CardioSync";"Model-200";"Italy";0;12.18;7925.69;4;2;20.11
"MD02032";"CT Scanner";"ScanPro";"Model-500";"USA";0;9.74;11272.13;2;2;21.01
